Sentence,Hyperbole,Metaphor
"So Jefferson anticipated our glory and our folly to the present day as President Carter promises a politics of love and justice, together with a balanced budget, full employment, and a chastened bureaucracy , while Americans by the millions trample the accelerators of their jumbo cars as if the fossilized forests had been as vast as their own zealous optimism.",0,1
"The consequences can be pretty dangerous to the extent of revoking all the issued GC's in the past 20 days, if congress gets high on this.",0,1
"""That being said, beneath this surface of political tensions, there is a very wide network of bureaucrats , officials in the Ministry of Defence and Ministry of Foreign Affairs of the three countries, as well as academics with institutional connections, who know each other and understand the complexities of regional politics and work hard to keep the back channels open.",0,1
"Geoscientists work in nearly all capacities of government , from the military to basic research to policy development to regulatory capacities.",0,1
"Demand for gun control surges , and so does demand for guns",0,1
"If our wealth has blinded us from seeing the various Lazarusâ€™s at our gates, perhaps what we need to do is to check often enough who may be lying there.",0,1
"This was to be expected, given the curse of the 2nd amendment , but it is nothing to be pleased about. .",0,1
"If Democrats could magically ascend to power, tomorrow, and then, immediately began reversing all the Republican craziness , the political consequences for Democrats would be catastrophic.",0,1
â€¦ By 2002 the by-product of bureaucracy â€”brutal corporate politicsâ€”had reared its head at Microsoft.,0,1
Q: What policies are aimed at helping the poor break out of poverty?,0,1
Cheer as Mowgli faces his fear and foils his nemesis the tiger Shere Khan.,0,1
"However, LaPierre contends that the new target of gun rights outrage is well deserved.",0,1
"The sales tax victory had special resonance this evening in light of the presentation by Patty Wormeck, the districtâ€™s finance director, on the districtâ€™s annual financial report.",0,1
"But it's a shame that in the face of such carnage, Congress won't embrace more muscular gun control .",0,1
Does the leadership of the NRA represent the views of the majority of its members?,0,1
But anti-Catholicism was not confined to a particular social class.,0,1
"After all, there's nothing inherent in the structure of a sales tax that will prevent it from becoming the massive screwed-up leviathan that the income tax system is today.",0,1
Liberals ask government to reconsider VAT hike,0,1
Where's the stampede of taxpayers rushing to the post office to return their $600 tax refund received last year?,0,1
"I think it's fair to say the folks there see guns at the root of the crisis, but don't expect to root out guns .",0,1
"If you were less concerned with petulant pendantry, you'd see the post clearly limits its commentary to cutting income taxes , not the entire tax system.",0,1
"The success of the 2012 Neighborhood Council elections in the short time frame was due to the hard work and collaboration of the Department staff, especially the IEAs, and the Neighborhood Councils with the Mayor's Office, City Council, Chief Administrative Officer, Chief Legislative Analyst, Office of the Controller, Office of the City Attorney, and the Office of the City Clerk, who set a solid election foundation and assisted the Department during election preparations.",0,1
It is very possible to have a society with a minimum of guns and be perfectly happy and safe.,0,1
Examples of how destination-based sales tax works,0,1
Since when did the 2A drop the and bear part?,0,1
"I came upon this text somewhat oddly. Searching for quotes on paper money being the ghost of wealth , something Thomas Jefferson once so eloquently stated, I noticed this piece seemingly jumping from the search results. As you begin to read the first part you will notice (if you have ever read Atlas Shrugged or like me have only seen the movies) this speech is fromÂ Francisco d'Anconia. Enjoy. Hymn to Money",0,1
"Democracy delayed will be seen as democracy denied - The US cannot afford to take the position that where democratic elections may result in the rise of extremist or anti-US elements, such elections should be indefinitely postponed.",0,1
"Gun rights occupy an entrenched position in this culture, and making progress will not be easy.",0,1
The idea was to hide what could be preserved of the original religions of the slaves within the iconography and practices of the colonial masters.,0,1
Rights may be reserved by the copyright holder .,0,1
"So working diligently towards riches, when you have planted the seed of poverty and lack in your mind will always produce poverty and lack.",0,1
"Power has been delivered back into the hands of the people, and through this new power, the fight for a new future will never cease until peace and prosperity roams Romulus once again.",0,1
"Some years ago, American scholar Samuel Huntington predicted a clash of civilizations along religious lines .",0,1
â€¦So a bunch of guys who have guns tangled up in their sense of their own manhood due to having been taken hunting a lot by their dads can continue to feel that warm manly glow as they loll in their recliners?,0,1
A weak gun that may not function in cold wet environments.,0,1
Stock prices jumped higher within minutes of word flashing around the world that Geithner was expected to get the jobâ€”a key one in any administration but especially sensitive given the crisis that is hurting everyone from pensioners to Wall Street titans as their wealth melts away .,0,1
"Barack Obama has announced his intention to appoint current Bureau of Alcohol, Tobacco and Firearms and Explosives (ATF) Acting Director B. Todd Jones as permanent Director despite a bureaucratic tenure riddled with cover up, cronyism and outright intimidation of his subordinates",0,1
Stand up for democracy and fair elections around the world.,0,1
"My alternative: 1) A flat income tax of 10% of all wages on everyone with no deductions, 2) A second 10% added to an adjusted income over $100,000 with only those adjustments we cherish like retirement savings / donations. a) Please note the previous taxes are flat income taxes on ALL forms of income not just wages, but inheritance, capital gains, dividends, etc 3) Replace corporate income taxes with a 5% tax on everything that contributes to GDP in the form of a sales or consumption tax 4) A 1% property tax on all assets held by an individual over $500,000.",0,1
ENR ideas are also intimately intertwined with central aspects of French identity and national character.,0,1
If you think you understand human nature so well why don't you recommend even more regulatory agencies to add to this gluttony of bureaucracy known as the federal government and while your at it why not add to the gluttony of state regulatory agencies as well.,0,1
"Sixteen years into its nascent democracy, South Africa continues to struggle with the heavy burden of poverty , a burden that stands in the way of realizing the many dreams that seemed suddenly possible with the fall of apartheid.",0,1
"We are all victims of guns- both those of us who are controlled by their wiley ways, and those of us who are innocent victims of violent guns .",0,1
"And that night, I flip on the television again and find the local US military commander in the Sadr City district of Baghdad - close to the bus station - remarking blithely that while local people had been very angry, they supported the local ""security"" forces (ie the Americans) and were giving them more help than ever and that we were - wait for it - ""on the path to democracy "".",0,1
"Now there are people in the republican party who have undeniable uses gun control as a tool to galvanize and politicize guns and the 2nd ammendment, maybe, even at the expense of the other rights.",0,1
"Mr. Combest and members of the committee staff said the most common plea they heard in a yearlong study that preceded today's proposal was to ""break down the stovepipes"" -- the bureaucratic plumbing through which information flows upward to commanders, but never through the walls separating one secret agency from another.",0,1
There are many proven strategies to guard your wealth against the devastation of taxation .,0,1
"If not for the governmentâ€™s larceny , looting, Lying and lobbying, and acting on every pang of greed, our economy would see everyone gainfully employed and enjoying the fruits of our labors.",0,1
"This polarization of guns , and so many other issues is counter productive in the long run...or at least I feel that way.",0,1
Do you want to see poverty come to an end?,0,1
"* Latin America has a reputation for having the biggest, most jarring income inequality gaps .",0,1
"The NRA is an industry , not just a movement for the right to bear arms.",0,1
"Obviously slavery is wrong, which is why we need to seriously reconsider our current depth of taxation .",0,1
"In the past couple of weeks, various constellations of organizations have been weighing in with the transition team for President-elect Obama on different aspects of the immigration system .",0,1
But many sensibly feared that this necessary tool of government might become the tool of government oppression it had so recently been in the hands of the British Parliament.,0,1
What factors do you consider when casting your vote ?,0,1
I don't think any person who favors gun restrictions believes that it will stop ALL gun violence.,0,1
"Again, the spirit of the regulation is to prevent Medicare being billed for services it has already paid for with GME funds -- which includes the resident's time and the teacher's time.",0,1
"4Ps can only be considered a ""poverty shield"" or "" poverty containment "" but not as a ""panacea"" to the poverty problem.",0,1
"If you are uploading content that is protected by copyright , please choose the appropriate license type (usually ""All rights reserved"") and add a note to the description to identify the copyright owner and make it clear that you have their permission to use it.",0,1
"I hope the Senate grasps this opportunity and seriously considers spending limits and public funding in gubernatorial campaigns.""",0,1
"Things yet unfinished--one happens to be the enormity of gun violence among our young people that has been reflected in incidents in Houston, Texas; 19 shot, two dead, teenagers at a house party.",0,1
"Items in DSpace are protected by copyright , with all rights reserved, unless otherwise indicated.",0,1
Folks are still wrapping their heads around where the direction of this whole 2nd amendment quagmire is going.,0,1
"As an example, one can mention that van Vleck's ideas have played a central role for the development of the laser, whereas the technical development of amorphous materials like glass, which is now going on, would be unthinkable without Mott's and Anderson's contributions to the fundamental theory.",0,1
The drama of Gorbachev's long-awaited report was preceded by the anticlimax of the election of deputies from the Communist Party to the revamped legislature.,0,1
"Their illness lets them win their deepest desire ; they get love, attention, revenge, sympathy, complete service, pampering, create guilt in others.",0,1
The theory which seems to underly American democracy is that no one man can be trusted to govern for the welfare of others.,0,1
"Yet, adopting the Official History and hagiography of our constructivist, utopian Founders, they worship the Constitution anyway, even though it was a coup dâ€™Ã©tat, even though slavery was permitted, even though it was an illegal, unnecessary, centralizing power play by politicians (see Rockwell on Hoppe on the Constitution as Expansion of Government Power), even though it arguably led to the Civil War, WWI, the collapse of western monarchies and the regressive replacement of traditionalist limited monarchy with socialized democracy, WWII, Naziism, Communism, the Holocaust, Nagasaki, Hiroshima, and the Cold War (see my When Did the Trouble Start?)",0,1
"On one hand, this will be welcomed by American consumers fighting high gas prices and other high commodity prices; on the other hand, equities are used as a form of savings and wealth cultivation by most Americans, so a decline would be negative for most consumers.",0,1
"No, more Americans voted for a mental case than did not.",0,1
"Intentional obfuscation and lying by instrumentalities of the government so both government and private interests can pick the public's pocket, including but not limited to The Federal Reserve and Treasury.",0,1
TerraPass offers custom designed programs to balance carbon emissions from private aviation.,0,1
The point being Obama has been out to kill the second amendment since he first got in.,0,1
"Political economy and social science cannot teach any lessons that are not embraced in the simple truths that were taught to poor fishermen and Jewish peasants by One who eighteen hundred years ago was crucified -- the simple truths which, beneath the warpings of selfishness and the distortions of superstition , seem to underlie every religion that has ever striven to formulate the spiritual yearnings of man.",0,1
"Perhaps, since the Democrat-dominated U.S. Senate is obsessed with passing health care reform, the Hippocratic oath should be adopted by each and every senator.",0,1
"A sweeping market-oriented health care reform that severs health coverage from employment, making it portable from job to job, could have the same effectâ€”while snatching an arrow from the social-democratic quiver .",0,1
"Social & economic players of the economy have come in the agreement that so demolition of poverty is concerned, it needs complete and equal involvement of women in decision-making at all levels for which their development and liberty is primary prerequisites.",0,1
"Called by some a global reform movement in public administration, NPM strives to increase management autonomy by replacing bureaucratic rigidity with market-like competition (Kettl, 1997: p. 447; Lynn, 1998: p. 231).",0,1
Our trade deficeit with China is more reflective of us being a finished goods purchaser than China making a commanding wealth from such trade.,0,1
How are we going to make sure taxpayers are protected ?,0,1
Payments on account of incoming Tax for the current year,0,1
"Welcome to the world of government/military procurement and specifications - bureaucracy wins over performance, price and value every time.",0,1
The U.S. copyright law protects all of software.,0,1
"Good works are worthless, since the affluent, by virtue of their affluence , are pre-destined to succeed, and the indigent are condemned to fail.",0,1
"Strengthens democracy by increasing citizen knowledge of and participation in government and civic affairs through non-partisan voter information, public forums, programs and publications.",0,1
"When we develop wisdom, purity, and compassion in our own minds, they form our refuge on an internal level.",0,1
"Only the crazies, the fringe voters who relish the notion of governing as eye-gouging combat, are content.",0,1
"It was most surprising when the wealthy rose from the ranks of the poor, themselves.",0,1
Can you even separate the ideas of extension and motion from the ideas of all those qualities which they who make the distinction term ?,0,1
"If the U.S. Supreme Court upholds the D.C. Circuits decision striking down the Districts gun ban , what does that mean for gun control?",0,1
"The poor and middle class generally do not, and their wealth will shrink .",0,1
"The stability of the governments of Syria, Jordan, and Lebanon will all eventually be tested by the Salafists.",0,1
"The question of how to make the country safer from the carnage of gun violence is vital, because the assassinations and mass murders that galvanize our attention every so often actually account for only a small percentage of gun-related deaths.",0,1
The Republicans lost The Presidency and Senate Elections for 2012 .....they were calling the Election close .,0,1
People never seem quite to realize that support for the edifice of democracy that is conditional on support for the policies of that democracy is a sham.,0,1
The local election official is the voterâ€™s gateway to voting participation and the primary recipient of voter communications.,0,1
"Add: Widespread abject poverty and starvation in Mexico after US corporations relocated their cheap-labor plants from the US-Mexico border to Asia, and after Mexican banks and telecommunications were privatized, creating dozens of instant billionaires and plunging millions into poverty .",0,1
The standard package of civil liberties in the United Statesâ€”including the right to a trial and other elements of criminal procedure and protections against surveillance and searchesâ€”makes sense in a society in which the police can provide adequate protection from criminal threats.,0,1
I think what Colbert is doing is wonderful and bringing to light the insanity of the election process .,0,1
"For women, colon cancer is the third most common form of the disease in the U.S. (after skin and lung cancer), but the key to preventing it could be as simple as changing your eating habits.",0,1
SSRIs are some of the most popular medications prescribed in America and are at the center of the gun violence controversy .,0,1
He seems to be far more educated than ANY of the anti gun brayers .,0,1
"The Association is dedicated to the eradication of autoimmune diseases and the alleviation of patients' suffering through fostering and facilitating collaboration in the areas of education, research, and patient services.",0,1
"JPFO has long been way out front in the gun rights fight with such efforts as their research leading to their publication of Lethal Laws, a documentation of the disarmament laws that led to all the many genocides of the 1900s.",0,1
""" Money spent from the stabilization fund will strengthen the ruble and make our economy even less competitive,"" Kudrin said in the Izvestia interview.",0,1
We started exchanging messages and now our marriage is fixed .,0,1
Sturm Ruger & Co. was joined under the gun control microscope Fairfieldby neighbor General Electric.,0,1
"This remains to be seen, since the SL government has been ruthlessly robbing Tamils of their lands and their homes.",0,1
"In addition, "" Religious bodies and religious affairs are not subject to any foreign domination.""",0,1
"December 10, 1996 The Teamsters union, which has filed a petition to represent Anne Arundel police officers and deputy sheriffs, is stuck in a bureaucratic turnstile that may ruin its chance of becoming the county's largest law enforcement bargaining unit.Since October, when more than 400 county police officers filed petition cards calling for a union vote, the Teamsters have been unable to arrange for elections.",0,1
"Expect stocks worldwide to plummet.Â http://cvote.to/78 Echoing CV Blogger Mark Stricherz, Ramesh Ponnuru says the flat tax is fool â€™s gold. http://cvote.to/76 Gays...",0,1
"""What a great example of how the press manipulates elections .""",0,1
"It is why Republicans support voting laws that restrict the rights of those below Â– minorities, poor and elderly Â– to exercise the power of voting .",0,1
You will get a bad reputation among the gun posse for being a gun grabber if you point out the flaws in their paranoid delusions.,0,1
"Most gun owners-at least those who take their gun rights seriously-aren't big fans of Obama, socialism or the Dem Party. most of those who push gun control want to punish gun owners for being conservatives.",0,1
British and Irish governments are braced for a scenario where the DUP and Sinn Fein eventually emerge as Northern Irelandâ€™s two largest political parties.,0,1
"The TaxVox headline roundup is full of post-election links, including news of Berkeley, California, passing an idiotic soda tax .",0,1
"I fervently hope that the question is at rest, and that no sectional or ambitious or fanatical excitement may again threaten the durability of our institutions or obscure the light of our prosperity .",0,1
"To describe what can be banned before its ""unconstitutional"".. to actually set for the parameters for gun banning .",0,1
"Isn't it ironic how the ""Great Society"" and the "" War on Poverty "" created a tax paid mostly by the poor and middle class?",0,1
"Just because you can drive, does not mean it is protected by the 2A.",0,1
"In the Federal Republic of Germany, for example, where sudden religious conversion is somewhat alien to the general citizen, there was also a widespread fear that what was called the implicit generation contract was in danger of being violated by communal religious groups that removed youthful members out of the job market and thus the social entitlements pool of taxpayers , i.e., that young people would not contribute to the costs incurred by the state in taking care of the older generation in health benefits and retirement, much less for their own future costs.19",0,1
"The International Conference on Intelligent Systems Design and Applications (ISDA) is a major annual international conference to bring together researchers, engineers, developers and practitioners from academia and industry working in all interdisciplinary areas of computational intelligence and system engineering to share their experience, and exchange and cross- fertilize their ideas .",0,1
Healing Songs is for all Christians who want to deepen their faith and/or want to use this music in their ministry to help others.,0,1
"The poverty rate measure was introduced in 1965 in a landmark study by Mollie Orshansky, an economist and statistician at the Social Security Administration.",0,1
The only truly meaningful gun ownership filter in this country is economic-- some people can't afford guns.,0,1
We're pressing foreign governments to take their citizens back promptly.,0,1
Saudi rulers seemed to be considering serious social reforms until the rash of recent bombings .,0,1
"Many South Asians immigrate into Ontario, and it is that group who often are forgotten when talk of beating poverty comes up.",0,1
We are no longer the low-tax beacon of the major industrialized world.,0,1
But Bloomberg and his groups arenâ€™t the only anti-gun game in town.,0,1
The last thing I need is a weapon of a gunâ€™s magnitude in my hands.,0,1
Tobacco taxes flow into education coffers.,0,1
Guns donâ€™t drive murder rates up social factors do.,0,1
"But why expect a braver stand from Louis F. Post than from his teacher Henry George, the father of single-tax , who had failed my Chicago comrades at the eleventh hour?",0,1
Abstract: This paper describes the watermarking procedure to embed copyright protection into generic signals.,0,1
"Poverty doesnâ€™t see race, it affects people of all races globally.",0,1
These new models for a ' transformed democracy ' would augment FEASTA's existing work on sustainability and ecological economics.,0,1
"And get this: Our beliefs and attitudes not only SHAPE our experiences, they ARE experiences.",0,1
The Turkish north has since formed its own democratic government .,0,1
"I agree, it's absolutely disgusting that the radical right wing NRA filth would stoop so low as to attack the president's children.",0,1
"Proposals to relieve the burden of taxes , particularly income taxes, on low-income Hawaii families have been recommended and discussed at various times in the past.",0,1
"Banmiller said Aloha has been in close contact with the Lingle administration for weeks seeking ""possible political and government support "" and that company executives told the administration that they had no substantive offers for Aloha.",0,1
It's much nicer to believe that peaceful mass protests lead to the near-bloodless toppling of authoritarian regimes and the flowering of democracy .,0,1
It is sort of a wealth delusion that happens.,0,1
"The Purpose of the Religious Education (RE) program at First Unitarian Church is to provide a spiritual, moral, and intellectual foundation on which our young people can build their own faith .",0,1
Gabby Giffords Launches July 4th Tour Attacking the 2nd Amendment,0,1
To be surrounded by politicking in Honduras while pundits fan the flames of the election of my own nation elsewhere is strangely off-putting.,0,1
"Executive Branch â€“ This government branch is made of the Florida governor, lieutenant governor, and members of the cabinet.",0,1
"Islam arrived in the area with Muslim merchants and Sufi missionaries as early as the twelfth century, about 100 years before Muslim forces conquered the region and Islamic rule began.",0,1
he Republican party in Tennessee continues to wage war against democracy .,0,1
"You and your family, under the prescribed hypothetical situation, are really struggling under democracy .",0,1
â€œThis massing of men and the tremendous array of guns opened the way for frightful lossesâ€ (p. 157).,0,1
The puzzle of poverty .,0,1
"Show the video, Confessions of a Hitler Youth, to reinforce the idea of the power of propaganda to manipulate students.",0,1
The Death Tax is killing American family business,0,1
"Yes, there are people revealing facts, educating people, having meetings and organizing opposition to those who would destroy the 2nd Amendment .",0,1
"Through our extensive works and partnerships, Californiaâ€™s gun laws are now the strongest in the nation.",0,1
"If the Sun is the primary driver of climate change , one should expect to see evidence of recent warming on other planets.",0,1
"Congress should direct the Joint Committee on Taxation and Congressional Budget Office to incorporate the excess burden of taxation in their budget analyses, including cost estimates of legislation, baseline budget projections, and budget options.",0,1
"President Barack Obama had to make an embarrassing phone call to his French counterpart, Francois Hollande, to explain the NSA's behavior. That came after the U.S. ambassador was called out on the French government's carpet . Both sides say there will be more talks about the matter, but there has been no mention of any specific actions to be taken. Brazil",0,1
The Maine Department of Education is developing several tools to support deeper understanding of the revised Maine Learning Results: Parameters for Essential Instruction.,0,1
"""Beth Hatefutsoth's programs have aimed at confronting the visitors with different viewpoints, spanning the whole Jewish ideological and philosophical spectrum ...",0,1
"His bitterness, along with a need for money to pay heavy debts , led Arnold to negotiate with the British.",0,1
"However, scant empirical evidence links democracy to terrorism, positively or negatively.",0,1
"The 2011 Civic Mission of Schools report, ""The Guardian of Democracy ,"" raises major concern surrounding diminished civic learning in the United States and outlines six proven practices that can help restore the civic mission of schools.",0,1
"Once you understand the marvelous power of your mind and your thoughts and apply that wisdom, you can accomplish goals, overcome fear , worry, and stress, establish abundance and health in your life, and much more.",0,1
"The reformers have successfully floated the Egyptian pound, eliminated the foreign exchange shortages along with the black market, reduced tariffs and simplified the tariff structure by cutting the number of rates and categories, moved to reform the financial sector, introduced measures in Parliament to simplify the tax structure while lowering rates, reduced the amount of red tape necessary to conduct business, etc.",0,1
Being a bureaucratic hit man does have its privileges after all.,0,1
"09-02-2010 Personally the KV-1 is a very friendly tank to use, as has been said many times its armours thick, its guns are flexible depending on what you want (personal choice is the 85mm).",0,1
"Unfortunately, because the money came from the wifeâ€™s family, the husband felt diminished, and the sudden wealth torpedoed his will to work.",0,1
"The second purpose, more common among the US perpetrators of the practice, is to deny self-sufficiency to the victims of gun control .",0,1
You would fundamentally change the gun control calculus in America - lets not forget that only a small majority of gun owners are NRA members.,0,1
"Health care, Patriot Act, NDAA and cybersecurity laws (now with the added bonus of gun control )",0,1
They admonish us for wanting the right to defend ourselves in the most efficient way available (private firearms ownership) while at the same time surrounding themselves with a shield of guns .,0,1
Say what you like but private gun ownership commands respect and does help in the check and balances of this country.,0,1
Handguns were the bread and butter of gun shops in MD.,0,1
"Laws should always go through the people, because in democratic systems, which for the time being we still have in America, the government flows through the people.",0,1
"""This action reflects the board's belief that the share price significantly undervalues Vodafone.""",0,1
"Both may be considered simply the pathologies of affluence (which, we know beforehand, has no objective measure and is in practice a matter of relative perception.)",0,1
"First we sent our men over there to take out the WMDs, then it was to spread democracy , now you want them there to spread the message of Jesus Christ?",0,1
"""Some people are a little more able to handle democracy than others,"" said Sterling, clearly among the former category.",0,1
"""While it resulted in a government win , it presented many new challenges such as keeping it on a very tight schedule,"" he said.",0,1
"His reign marked the coming of age of the so-called conservative movement , built on principles (ostensibly, at least) of reductions in government, expansion of 'free' markets, lower taxes, and strengthened nationalism, usually by military means.",0,1
"Another legend came from a much later, from Japan, Bodhidharma, or Dharuma, the Indian monk who brought Zen Buddhism to China in A.D.520.? The Chinese emperor gave him a cave-temple just outside the capital, Naming, and let him to proceeded to demonstrate the benefits of meditation.",0,1
WDR 2000/2001: Attacking Poverty,0,1
"Do you really imagine that laws ""make guns illegal""?? How, exactly, are those guns punished for being illegal?",0,1
"But if there's one part of the poll that sums up what a terrible place Republican voters are in, emotionally, it's this: 49% of GOP voters nationally say they think that ACORN stole the election for President Obama.",0,1
The rollback of democracy in Russia is not a new story.,0,1
"On January 8th, 2013, the Obama Administration met with 23 large foundations to organize a push for national gun control .",0,1
These laws are really designed not to protect democracy but rather keep would be voters out.,0,1
Poverty and gender inequality fuel the pandemic in Africa.,0,1
"As human-induced climate change accelerates , scientists and policymakers involved with biodiversity conservation need authoritative information in order to design effective plans and responses.",0,1
Even VP Biden says UBC would have not stopped the shootings that sparked the gun control frenzy .,0,1
Group Name: Save The 2nd Amendment,0,1
"The ones who believe that government has a responsibility to care for them (i.e. to make sure that their personal assets are unjustly protected from the victims of their business torts, and therefore rely on government to shield them through limited-liability).",0,1
"I, too, want the NRA destroyed .",0,1
if he still sends investigators to other states to try to buy guns illegally he is in violation of state and federal law he clearly violated it when he was mayor the only reason why he was not investigated was that the Obama administration agrees with his anti gun jihad,0,1
"That's why we, and almost every other country, have a PROGRESSIVE tax system .",0,1
#NAME?,0,1
"Although Chris Christie (R-NJ) has been panned for declaring this the launch of the Romney campaign , it is likely he is correct, and his only ""sin"" was revealing the secret.",0,1
The sluggish national economy is a major contributor to the slower-than-adequate growth of tax resources in Washington state.,0,1
Students heading off to college got a hand from state lawmakers on Thursday when members of the Minnesota House of Representatives voted to freeze tuition costs at state universities.,0,1
"In addition, Maharishi's programs for economic development through Vedic Organic Agriculture will help traditional peoples grow in affluence and self-sufficiency using the Natural Law of their own land.",0,1
that you can bring in your anti second amendment bag .,0,1
"In the taped message, my friend Wayne warned me that unless I and other patriotic Americans stepped forward to stop it, the dastardly United Nations, with Iran, China, North Korea and other evil countries behind it, would soon come into our country and into our very homes, strip the Second Amendment out of the Constitution and â€œtake away every pistol, and rifle and shotgunâ€ that we owned.",0,1
"Having said that, there is also no doubt that the NRA has changed its focus over the last years and is not heavily involved in both politics and trying to get guns accepted more and more in America and is partly responsible for fighting gun laws and restrictions.",0,1
"And Darren, you have the predictable leftie fable of taxation .",0,1
He and his colleagues did whatever was needed to battle terrorism and save the innocent.,0,1
The case was making its way through the U.S. District Court in Delaware when the U.S. Supreme Court ruled in McDonald v. Chicago that the Second Amendment binds not just federal actions but those of states and their localities as well.,0,1
Libertarians throwing their votes away?,0,1
A combination of new fees and a change in how the municipality of Anchorage formulates taxes on leaseholds will deal a double blow to businesses operating out of Merrill Field in Anchorage.,0,1
He contrast forged in the parable serves a larger purpose of showing how powerful a thing wealth is--how wealth connects to power and how wealth makes claims on people.,0,1
Demographic Jihad,0,1
Money restricts our liberties.,0,1
"Back in January 2010, Barack Obama â€” flanked by Tim Geithner, Larry Summers, and Peter Orszag â€” unveiled a new tax on big banks, or a â€œfinancial crisis responsibility feeâ€, as he liked to call it.",0,1
"The package would have eliminated gas taxes and replaced them with a variety of other charges, including raising the state sales tax by three-quarters of a percentage point, boosting personal income taxes by 2.5 percent, taxing companies that extract oil from California and collecting taxes from independent contractors upfront.",0,1
Sensitivity is the requirement to get free from the entanglement of bureaucracy .,0,1
The government is a ball and chain on the economy: a freeloader.,0,1
Killing hope : Cover-up of the stolen 2004 election,0,1
</p> <p>Some also defend low rates for capital gains on the grounds that some of the gain is due to inflation rather than a real accumulation of wealth for the investor.,0,1
And just the crush of bureaucracy in California.,0,1
They knew exactly how unpopular the legislation was but passed it anyways because of the outside influence from Democrats who wanted to reinforce gun control and Bloomberg who is a little dictator who just likes to get his way.,0,1
"Our goals are to build a website, implement an online or e-mail newsletter, support the ACA convention by bringing in discus speakers and judges, define basic discus types with photos of discus for the website, establish discus classes for judging, define discus standards for judging, train and accredit discus judges, and maintain a roster of speakers for regional discus meetings.",0,1
I would like to suggest that the biggest political issue and agenda item on all of our plates should be the push for political finance reform which would do away with Political Action Committees and the other vehicles for Big Money to abscond with democracy .,0,1
"Building on village-based drug distribution systems now in place in Nigeria to prevent river blindness, the Center also is reducing incidences of the parasitic disease schistosomiasis, enhancing children's abilities to grow, develop, and learn.",0,1
"The Times says McDermott is ""known in some diplomatic circle as the 'father of AGOA,'"" yet he was not invited to the White House ceremony in ""a disappointing cap to years of effort.""",0,1
New Jersey gun laws don't curb violence in Camden,0,1
The model forecasts poverty quite accurately through the mid-1970s.,0,1
This includes the barrier of government for this nation.,0,1
"This Working Paper examines the relationship between gun density and several measures of freedom and prosperity: the Freedom House ratings of political rights and civil liberty, the Transparency International Perceived Corruption Index, the World Bank Purchasing Power Parity ratings, and the Heritage Foundation Index of Economic Freedom.",0,1
"A longtime nemesis of gun rights (and thus liberty) in Illinois, state Senator Dan Kotowski (whom I have discussed often) was interviewed last month by the citizen disarmament advocacy organization he once directed, the Illinois Council Against Handgun Violence (ICHV).",0,1
"As Chinas post-cold war diplomatic and economic power increases, it has been steadily winning over Taiwans allies, with Costa Rica being the first Central American country to sever its ties with Taiwan in favor of China in 2007.",0,1
It is easy to imagine that access to meetings would result in a government voice in the meetings.,0,1
In fact many firearm owners support some form of gun control .,0,1
Retweet Retweeted Favorite Favorited paulbrislen â€@paulbrislen 13 May 2013 @ThisCJ Also I took most of that to be an homage to gun safety and training vs being a nutter...,0,1
My supposition is you have a considered opinion on why individual gun ownership is desirable in 21st century America given you support the position.,0,1
"Expectedly, the Catholic Church, through the Catholic Bishops Conference of the Philippines, opposed the move and said that the money should instead be channeled to projects aimed at easing poverty and hunger.",0,1
"But, the most ""bitter"" taxes will not go into affect until 2013 â€“ or even 2018 â€“ well after this year's midterm elections and President Obama's 2012 reelection campaign (Brown, 3/23).",0,1
Baylor will have to face a Texas team that has every intention of pummeling the Bears mercilessly in an attempt to keep their national championship hopes alive .,0,1
"For his peers in the evangelical world, Pearson's sin was much greater: He questioned the core beliefs of fundamentalism, including the existence of hell and the literal truth of the Bible.",0,1
"When Ishmael is born, Hagar receives promises of God's blessing on Ishmael, patriarch of the Arab tribes and Islam 's tie to Ibrahim (17:19-20).",0,1
Inherent ability and relative performance impact the satisfaction we receive but those feelings are shallow compared to the deeper meaning that arises when we overcome our fears and failures.,0,1
"If few people vote for 3rd parties, and most people think that voting for a 3rd party is a waste , then it only takes a very minor application of logic to come to the conclusion that making 3rd party votes not seem like a waste will lead to more people voting for 3rd parties.",0,1
Bureaucracy is a tool that can empower the collective to accomplish what uncoordinated individuals cannot.,0,1
This Web site and the Undergraduate Catalog will help you navigate the bureaucracy that is the University.,0,1
"Romney also assessed the Democratic field and took a shot at US Senator Hillary Clinton, the New York Democrat who may run for her party's nomination.",0,1
There was an irony here in that it was the Conservative movement that came into competition with the Talmud Torahs and led the assault on them on behalf of congregational schools.,0,1
"This guy committed the cardinal sin of gun ownership - he took a loaded gun, pointed it at someone else, and pulled the trigger.",0,1
How that dream has been mutilated by my misguided trust and your deception.,0,1
"If Rep. Ryan is unable or unwilling to fill his $6 trillion tax hole , and if he is unable to make his $900 billion in additional nondefense discretionary cuts stick, then far from reducing the deficit, the Ryan budget would actually result in deficitsÂ averaging 4.3 percent of GDP through 2023, and the debt-to-GDP ratio continuing to rise ever year for the next 10 years.",0,1
"Sir, the ADB issued a report last month saying that the December 26 tsunami threw 2 million more people into poverty .",0,1
"""She's spent more time in the environmental chow line than most of us politicians have, sitting at the desk of government ,"" Atkinson said in defense of Cerkez.",0,1
"Islam is now very strong in Asia, and is growing in many other places in the world.",0,1
