Sentence,Hyperbole,Metaphor
Hollywood has reclaimed it as a symbol of this new age of austerity.,0,0
His high-flown style just sounds absurd today.,0,0
"It doesn't help that today is a Sunday, so the usual bustle of hawkers, pedestrians and cars that enliven the empty drabness are missing.",0,0
Last night's intimacy seemed doubly incongruous in contrast to this fraught hostility.,0,0
"He made her feel cheap, disloyal, childish and socially inferior.",0,0
The countryside around Cambridge is as flat as a pancake.,0,0
Happily Mark Rogers got the bulge on George.,0,0
Off the field problems which have bedevilled the club in recent times have been buried.,0,0
"He is the first writer to give a grotesque description of sexual perversion and explore the aestheticism of lechery in Japanese literature and the relations between""m...""",0,0
He's abducted me six times and Nero had to send the lads to rescue me.,0,0
When I pull into the driveway Quincy and Phoenix are kicking it on the deck again.,0,0
"The whole wall is like a bulletin board, made of some new, crumbly building-material.",0,0
A compliment is like a kiss through a veil,0,0
"But the spirit, the motions were those inimitable, unteachable , Russian gestures the uncle had hoped for from her.",0,0
Kudos to you; you richly deserve the recognition.,0,0
I hear the thump of the cat flap as Cat O'Fun tumbles through it without the feline grace of his fellows.,0,0
"If nothing else, it will be a great spot to watch the annual Fourth of July fireworks, exploding far below.",0,0
"International luxury brands collimate Chinese market, luxury-related expositions turn to be China-hosted, and the scale of luxury consumption of China bounded into worldly tops.",0,0
It's time we gave the kitchen a makeover .,0,0
But the price of party unity is youthful impatience.,0,0
"You know he is my enemy, just as I am his enemy, an enmity determined by our respective natures.",0,0
There's no pat answer to that.,0,0
She gave a chuckle of delight.,0,0
Can't you see he's taking advantage of you?,0,0
A backpack family of German tourists gave me a wide berth.,0,0
The pieces in the hangar are fitting together like a jigsaw puzzle.,0,0
But the fact is all I can afford is this third-floor studio with an art deco shower.,0,0
"Fear not that the lift shall come to an end ,but rather fear that it shall never have a beginning.J.H.",0,0
In a land that reveres fighters and footballers he did not fit the mould.,0,0
How does a pleb like me know about the best hotel on Sardinia?,0,0
It took ten cars to bear the matrimonial guests away.,0,0
How many balls of wool did you need to knit that sweater?,0,0
I known he's not here; go and scour around in the garden.,0,0
He can fling off a poem in half an hour.,0,0
I'll disown you!,0,0
That man gave her a dose of opium.,0,0
Carry an old T-shirt to keep you warm and go through those vital stretches we have you last month.,0,0
An emotive trial lawyer; the emotive issue of nuclear disarmament.,0,0
The party was a real booze - up.,0,0
The Alumnae Association is my link to the school's present administration.,0,0
Our touring plan rides on our father's permission.,0,0
"Beneath its wrongheaded, headline goal to slash net immigration, the government has sensibly made sure that a route remains open for entrepreneurs.",0,0
How impudent u are to say such a thing.,0,0
"Therefor , young cadres must build up a correct Weltanschauung and philosophy , strengthen exoterica accomplishment, endure test and training in exercise, and be mature as soon as possible .",0,0
I was just phoning up for a chat.,0,0
He wasn't sick -- it was just a subterfuge.,0,0
The gator is traveling from New York to Florida where he'll spend his days in a reptile sanctuary.,0,0
You'll keep your mouth shut about this if you know what's good for you!,0,0
Just give me a chance and I'll prove it to you.,0,0
"Under such circumstances, you have no choice, but take the bull by the horns.",0,1
"That's my other cousin, but thanks for bringing that up, jackass.",0,0
Has sky - scraping wheel park opened the Suzhou golden pheasant lake already all?,0,0
Does that old car still earn its keep?,0,0
Norwegian explorer Roald Amundsen and his team fought more than exhaustion and cold on their famous quest to become the first humans to reach the South Pole.,0,0
This was only undoing her newly formed resolution to hate him.,0,0
The achievement has been bought at a price.,0,0
"Joey, listen, this is gonna be bridesmaid central, all right ?",0,0
"Alpha I'm most proud of, that is, fell in love with a love people.",0,0
"True story: Last fall, rushing to a black-tie reception at the White House, Nasser, an Aussie, realized he hadn't packed his tuxedo.",0,0
What an idiot I was to leave my suitcase on the train!,0,0
I really miss a day before the primary schools and day school with you ah!,0,0
I'm after a tie to go with this shirt.,0,0
"The baby room attention maintains the air seasoning, pays attention to the indoor health, the indoor humiture must grasp.",0,0
Voice over Rebekah still manages to lead a robust life playing basketball with her two brothers and practising her flute playing.,0,0
Confidence is the first guarantor in learning English!,0,0
You won't have to lay out a fortune for this dining table.,0,1
I know and name a few of her train stops and she cries out with delight.,0,0
Don't just sit watching television-make yourself useful!,0,0
"However, the resourceful imp manages to finagle an apprenticeship out of the sympathetic Alfredo, whose adages come mostly from the pens of Hollywood screenwriters.",0,0
It could be why his brother went swimming in a sack.,0,0
Is it exclusively due to the above-mentioned that I've developed a liking for predawn Beijing?,0,0
I have no doubt that she'll tell us in the fullness of time.,0,0
"In wild dreamlike procession, embracing whom they met and pointing him out, they carried him on.",0,0
Vertebral finish how does operation back have bosomy bag to a responsibility?,0,0
Mary Ann had made an effort at jazzing up the chilly modern interiors.,0,0
"The tears happen. Endure, grieve, and move on. The only person who is with us our entire life, is ourselves. Be ALIVE while you are alive.",0,0
"There's hope: As Slumdog Millionaire showed, sometimes, through street smarts and scrappiness, the underdog can indeed win.",0,0
Who wants to be an inconvenience? Who wants to be in the way?,0,0
Make one misstep marketing creamed corn and you could end up in the loony bin.,0,0
Ladle out the compliments.Did Tom fix the office photocopier - again?,0,0
"After the May 4th new culture movement there come the cross swords, ebb and flow, repulsion and crasis of the economic ethic between capitalism and socialism.",0,0
George lost his airy office with the view and the original artworks on its opulent walls.,0,0
"Vic grimaces at his own reflection, as if to say: come off it, no identity crises, please.",0,0
"However, one writing quirk guaranteed that their newsletters, brochures, and announcements would end up in the trash.",0,0
Wright: There's a rifle on those socks - and what's on the side - a bow and arrow?,0,0
The sound of bagpipes heralded the return of the hometown hero.,0,0
I'd advise you to creep up her sleeve again.,0,1
"Junior Dan Nash, a 6-0 junior college transfer from Pierce College, is the setter.",0,0
The nectarine is a fruit much a peach.,0,0
But does it come up to scratch for educational value?,0,0
"Be familiar with book first only, sum up the intellectual dot inside through making note, what do not break is Baconian give core knowledge to nod, ability learns effectively.",0,0
She's always got some lame excuse for being late.,0,0
It's far better to put your money into bricks and mortar of your own.,0,0
I've got no will power.,0,0
Jack is not such a fool as he's made out to be.,0,0
"By comparing the difference of three market quality measurement indicators including bid-ask spread, depth and volume before and after the tick size changed, we found that to some extent the ""0.""",0,0
Thanks for washing my pj's honey.,0,0
The pleasures of sunbathing began to pall on us after a week on the beach.,0,0
I've never seen a man with such tiny hands - they're minute!,0,0
My person cobble to play by.,0,0
I want it with lettuce instead of peas.,0,0
He was born with a silver spoon in his mouth,0,0
Today oversupply has helped bring down London rents to bargain basement levels.,0,1
"Yes, he is a good pitcher in our team, but he a lone wolf.",0,1
Writing is an extreme privilege but it's also a gift. It's a gift to yourself and it's a gift of giving a story to someone,0,1
His catchphrases like'What a peach of a shot' and 'That's a dream of a pass' are now part of tennis language.,0,0
"In summer, the little bungalows ring to the cheerful chirrup of hedge-clipper, budgies and Terry Wogan.",0,0
Jane will stop in St. Louis fou a twe - day sojourn with relatives.,0,0
"A slice of petal, a postcard, the beautiful remembrance when being old!",0,0
Yearning made a warm cradle in her stomach.,0,0
He's so delirious he doesn't know where he is.,0,0
She has formed a fantasy that he will be what no one she now knows approaches-a suitable match for herself.,0,0
It couldn't: Bond portrayer Daniel Craig made the list for the second year in a row.,0,0
Every night we wipe the tables down before we shut the restaurant.,0,0
Are jellyfish and prawn mixed what is raising a technology?,0,0
Our plan to take over the business could boomerang on us if we're not careful.,0,1
He had to prove himself all over again.,0,0
"Come off it, Rosie, spill the beans.",0,1
Inelegant park men and women behavior is askance at really by person!,0,0
Tina was pregnant with their first daughter.,0,0
"There are several English teachers at the school, but Jeanne continues to plough a lonely furrow, teaching French and German.",0,1
The poetry industrialism now there's a literary line where you got to open up new territory.,0,0
Baby you've done enough that cut your breath.Don't beat yourself up don't need to turn so fast.Sometimes we come last but we did our best.,0,1
A big clap for our last contestant!,0,0
She tried to do away with herself.,0,0
"Metal Gear Solid 2's true cleverness (and utter pretentiousness) comes through when it integrates its ""perfect sequel"" structure directly into the story.",0,0
And will Fred Elliott ever come out of the abattoir?,0,0
"If you like him, play it cool, or you might scare him off.",0,0
"Then, wool pulls wag one's headingly cook up a few, already inane, lack lasting appeal again.",0,0
And the small automatic pistol in her silver mesh purse was no substitute for a sword.,0,0
A prolonged hangover from a second consecutive Champions League exit at the hands of Barcelona coupled with a mounting injury list are the only two factors which could yet unhinge the Gunner's season.,0,0
This is the meaning of seventy times seven.,0,1
He's a reformed criminal who may yet backslide.,0,0
He slammed the door in a spirit of defiance.,0,0
Periodic law and order - it's elementary!,0,0
The fragrance of lily of the valley from the milk bath one of my women friends has given me fills the air.,0,0
"As if to italicize the point, little Charles crept under the kitchen table, only to have his mother accidentally kick him in the head as she crossed her legs.",0,0
I thought I'd just swim with the tide and leave when everyone else does.,0,0
"Royalty , nobility, the andHow quaint ! Even the rabble.",0,0
I spent a half-hour recently putting together the ultimate birthday gift for my 5-year-old niece.,0,0
"Playboy's new (relatively) work-computer-friendly, non-nude website, The Smoking Jacket, went live this morning.",0,0
"Or, if that failed, to destroy my credibility.",0,0
It is naughty of you to pull your baby sister's hair.,0,0
"The same crew of sorry drunks, getting riotous, getting miserable, getting maudlin.",0,0
HOUSE : Infection from the needle that the acupuncturist accidentally let sit ink eye am of newt.,0,0
His dumb loyalty brought tears to my eyes.,0,0
So just where does Bernard stand on the great guitar solo debate?,0,0
"It was poised, preadapted by chance, no design, to function as a swim bladder.",0,0
The baby took my finger in its tenacious little fist.,0,0
The Direktor thought of Madge Grimsilk's totally impassive face and personality.,0,0
"The gods could, up to a point, be merciful; but it was fate that was all-powerful.",0,0
"It's raining outside, your friends are at home, and you have no basketball hoop .",0,0
"Edna announced, brightly, her voice brimming with false joy.",0,0
A strange answer from the man who invented the psychoanalyst's couch?,0,0
By the time I got there you two had already buggered off!,0,0
Ya think we could take a break after that victorious ruckus?,0,0
They were old school/college chums.,0,0
Leisure is not something sandwiched into the wee hours after an exhausting day.,0,0
Is toenail long in the flesh how half?,0,0
"Civilization itself, in fact, is a pathological surrogate for unconscious infantile disappointments.",0,1
How does going to Hawaii for Christmas grab you?,0,0
She's one snappy dresser.,0,0
But a smoldering gaze - you know what that looks like - 53 means hes hot for you.,0,0
That kid you got to quit defacing buildings and paint the chapel?,0,0
Malcolm said that he was going pot - holing in the Pennines and I wished him joy.,0,0
Is there any way to sweeten up his grouchy disposition?,0,0
"You get to exercise your intellect, your muscles, and your cardiovascular sys-tem all at the same time.",0,0
"However, the dollar is a hot potato, tasteless but wasteful to discard.",0,1
Her latest flight of fancy is to go camping in the Sahara desert!,0,0
I was carrying my guitar into my dorm room on freshman move-in day at the University of Southern Maine.,0,0
"He nods his assent and then, realizing he's made a mistake, vigorously shakes his head in denial.",0,0
I can't believe he had the nerve to show up at the party after what he said about Janet.,0,0
I doubt it's possible to master the art of time management if you aren't gushingly enthusiastic about what you're going to do with your time.,0,0
He said he wouldn't go out with us if Jerry was going too - he's so childish!,0,0
Yet the regulatory regime he put in place is a meddlers' charter.,0,1
"The ""freedom to learn"" has become just another one of the government's empty slogans.",0,0
This historic moment with Pocahontas and Capt.,0,0
"He was slapping his tambourine against his maroon wide-wale corduroys, a flap of shaggy brown hair lapping at his face, his eyes closed.",0,0
"Or will the growth, rapid so far, falter on public apathy or distrust?",0,0
"Melt the oxygen-supplying chemical potassium chlorate, drop in some candy, and a fantastic display of fireworks will follow.",0,0
There's room in the cellar to store unused furniture and what have you.,0,0
For with primacy in power is also joined an awe - inspiring accountability to the future.,0,0
My roommate just got a Mac.,0,0
Don't give me that jazz!,0,0
My sister needed an escort for a company dinner.,0,0
But Greenspun's upscale decor pales as she talks of another time and place full of pain and agony.,0,0
What would the editors think of my circling around these benighted fields for six months?,0,0
A mint green luna moth would swoop down and take me for a moonlight ride.,0,0
"And when he goes back to the motherland truly, look at crowd, shop, mix a concise, modern Louqun building, as if however gutty "" be in personally foreign country "" feeling.",0,0
She certainly lives life to the full.,0,1
He's no slouch in the kitchen-you should try his spaghetti bolognese.,0,0
The actress was so absent-minded that she fluffed her lines.,0,0
"Far from bumping along on the bottom, desperate for money, it is in good heart.",0,0
It was comfortable with its premature senescence but at the same time was wired with a wildness and youthful energy.,0,0
Who got us into this mess in the first place?,0,0
The idea of tracking evolution in order to anticipate its future course is bewitching.,0,0
Maybe they genuinely like their kind of aural semolina.,0,0
Hang on a minute - let me catch my breath!,0,1
Do you love life ? Then do not squander time ; for that's the stuff5 life is made of,0,0
Urban life depends upon an invisible stratum of people who repair the city's infrastructure while all the rest are abed.,0,0
"The pristine BVI has long attracted yachties and royalty to its turquoise waters, thanks to posh resorts like Rosewood Little Dix Bay, Sir Richard Branson's Necker Island, and Peter Island.",0,0
"This, she thought with a sheepish giggle to herself, was ridiculous.",0,0
"In your language traitor means betrayer : one is perfidious, treacherous, unfaithful, disloyal.",0,0
I'd love to win the lottery and take home all that loot.,0,0
Janzen offers something besides going to court: mediation and arbitration services that are just as legally binding.,0,0
"Gratitude bestows reverence, allowing us to encounter everyday epiphanies, those transcendent moments of awe that change forever how we experience life and the world",0,0
Coming events cast their shadows before them,0,0
One of the prisoners is a self-proclaimed racist who opened fire on a crowd four years ago.,0,0
The Mac creators are emblematic of a new kind of artist spawned by the protean nature of the computer.,0,0
But there's another pretentiousness.,0,0
Have you seen Karl's new girlfriend? She's a real looker!,0,0
"Love remained short,the memory last long.",0,0
"But whoever it is, waving to the exultant crowds, he will have become a legend.",0,0
I was supposed to do some work this weekend but I couldn't be arsed.,0,0
"Of course I spoil your flirtation, or whatever it is you call it, with your cousin.",0,0
I like Lucy of the Peanuts cartoon strip because of her healthy dosage of self-confidence.,0,0
They trampled his flowers out of spite.,0,0
"Sometimes when I showered, the harpy came in, and sat on the toilet, and talked to me in her raucous, cawing voice, her head a gray blur through the glass, her body white.",0,0
Be careful with that umbrella or you'll poke someone in the eye.,0,0
To man qua man we readily say good riddance.,0,0
A tale of a woman fighting back?,0,0
Johnny was a show-off - a balding braggart who was later proved to be a liar.,0,0
These are the bare essentials you'll need to dress your baby during the first few months.,0,0
The cartel succeeded beyond its wildest dreams: by last month the price was brushing $ 30.,0,0
"The cheap, used irrigation gear he could finagle leaks more than it irrigates, leaving mosquito pools that qualify this farm as malarious.",0,0
"The world you desire can be won, it exists, it is real, it is possible, it is yours",0,0
James is such an old queen.,0,1
School background looms large in the life of a South Korean.,0,0
All Angus did was pull his robe tighter around him and slump in one of the high-backed chairs to glower at us.,0,0
She hoarded words that implied such intimacy.,0,0
I'm convinced he only does that charity work so that he can feel virtuous.,0,0
"She was cleverer than either of them, more elusive, more fragile.",0,0
Who's been fooling with the radio dial?,0,0
"Waco, though the timing was unfortunate, was just a blip on the dial.",0,0
Any truth in the rumour that Amanda's legs are going to star in a revival of Open All Hours?,0,0
What is the dietary rudder of the patient after esophagus cancer art?,0,0
His heart won't stand the strain much longer.,0,0
You have to grub up the roots.,0,0
Will my child outgrow the squint?,0,0
How the heck do I empty my cache from my Web browser?,0,0
"And it synthesized the author's formative influences:her childhood, the Bible, Western humanism, and the work of a kindred author, literary giant and Nobel Prize laureate Rabindranath Tagore.",0,0
Clint suffered the indignity of being called 'Puppy' in front of his girlfriend.,0,0
"Yeah , well, it's just some quantum mechanics with a little string theory around the edges.",0,0
I resent paying extra for my drink just because it's in a posey bottle!,0,0
My quibble is with the way you're using Pacificism and Caste System with a Spritual leader.,0,0
The green marble clock on the grey marble chimney-piece ticked the minutes away on its golden face.,0,1
After sixteen years of fishing for zander I still find it a magical absorbing pastime.,0,0
I skip my usual bag of popcorn and I go and find my favorite scat.,0,0
Q : How could Reese Witherspoon have possibly chosen Josh Lucas over you in Sweet Home Alabama?,0,0
She recast her novel as a musical comedy.,0,0
"Under that, they pay the double-occupancy rate, and let the line try to match them with a roommate.",0,0
"Man is the only creature that consumes without producing. He does not give milk, he does not lay eggs, he is too weak to pull the plough, he cannot run fast enough to catch rabbits. Yet he is lord of all the animals. He sets them to work, he gives back to them the bare minimum that will prevent them from starving, and the rest he keeps for himself",0,0
Their strident moralism jarred with both the measured middle-class radicalism of the repealers and the dominant patrician language of high politics.,0,0
He looks great and yet he must be pushing sixty by now.,0,0
"To them, she appeared an interfering busybody, a pushy incomer meddling with their heritage.",0,0
That last wishes as merely commandeer to hoard up you away from the action.,0,0
He says he can knock off a sonnet on any occasion.,0,0
Take your weaknesses and translate them into positives.,0,0
One good argument weighs down eighteen bad ones.,0,0
She had psyched herself up so much for the camping trip that she forgot her sleeping bag.,0,0
He chalked his billiard cue again and again.,0,0
Visigoth would merely scrawl obscenities on the wall.,0,0
It finds itself bereft of the financial wherewithal or the collective will to break free of its traditional habits.,0,0
There are few more impressive sights in the world than a Scotsman on the make.,0,0
How do you pull off this virtuous circle?,0,0
He got the boot.,0,0
They don't have a prayer of winning.,0,0
You remember only the gist of breakfasts past.,0,0
His suspension was as lame as O. J. Simpson getting to do counseling over the telephone for domestic abuse.,0,0
Too sad so still is inferior to pretend don't care about anything.,0,0
He rode on the president's luxury train through his own state.,0,0
"A juicy hamburger or a chili half-smoke sausage in Washington, soul food in Chicago.",0,1
Don't miss out on the fantastic bargains in our summer sale.,0,0
Andy is certainly flavour of the month with the boss.,0,1
They formed a clique for self - interests and went astray.,0,0
"Home for Rumpole was a mansion flat off Gloucester Road, where he lived in a state of miserable, snappish fidelity to Hilda, ""She Who Must be Obeyed"".",0,0
Its sort of their golden oldie . . . I just don't think that dog will hunt anymore.,0,0
He moves from hotel to hall in sleek limousines.,0,0
He looks like Bozo the clown.,0,0
Who's snaffled my pen? It was on my desk a moment ago.,0,0
You don't want to barge in there and demandinformation about your Tommy.,0,0
Stop acting like an overgrown schoolboy.,0,0
Exotic crimson flowers and birds poked their pistils and stamens and bills every which way up and down her torso.,0,0
"Cute jogging shorts, tops, leggings.",0,0
Dan a bored thirty year - old math wiz who's looking for a way to change his life.,0,0
I'm confident that there's enough in the bank for a splurge on a great pair of shoes.,0,0
"High vaulted rooms with cool uncarpeted floors, great dogs upon the hearths for the burning of wood in winter time, and all luxuries befitting the state of a marquis in a luxurious age and country.",0,0
Many pairs and triplets show the relative strength of the noun: Jill fusses.,0,0
The proceedings may be confusing-with silver-tongued barristers arguing for the admissibility of this or that document or video clip-but the emotions they touch are raw.,0,0
If he thinks I'll agree to that he's fully miscalculated.,0,0
"The fact is, since he wore Lakers'shirt, Brown has become a synonym for dunker.",0,0
Dress for bridesmaid and jackets for best man.,0,0
It is a trite simile to compare her teeth to pearls.,0,1
Larry and Billie-Jean were among thousands who packed the Shea baseball stadium to see Elton play.,0,0
I began to curse myself for yet another shambolic conclusion to a wearying day.,0,0
I just accompany u merrily for the sake of scenery not for you.,0,0
She is a woman with an unblemished reputation of fairness and competence.,0,0
I'm glad to number him with my friends and not my enemy.,0,0
But the nearly six-mile high ejecta blanket that breaks lunar altitude records was formed in a matter of minutes!,0,0
The organizers say it's a fair contest but who knows what goes on backstage?,0,0
The ministry is about to haul up the white flag.,0,0
It annoys me when you fidget!,0,0
"It features such luminaries as Public Broadcasting Service news correspondent Ray Suarez and the first Latino Pulitzer Prize winner for fiction, author Oscar Hijuelos.",0,0
"In contrast to the ""bleak cold colours"" of the Yorkshire moors outside, ""the room looked the perfection of warmth, snugness and comfort, crimson predominating in the furniture"".",0,0
I used to worry that my discomfort at weddings meant that I was a misanthrope or lacking the distinctly feminine gene that makes centerpieces and pew markers appealing.,0,0
"I bid you farewell , arrivederci , sayonara , and all that sort of jazz .",0,0
He obliterated the blackboard before break.,0,0
The modern car is already an electronic showcase on wheels.,0,1
You'll rumple your jacket if you don't hang it up properly.,0,0
My brother is a little terror.,0,1
She's a platinum blonde.,0,1
Their lives just jog along in the quiet farm from day to day.,0,0
The Byrds are seen as an antecedent of bands like R.E.M.,0,0
Nige is as fascinating as the average chap in the pub!,0,0
I'd better measure up before I start laying the carpet.,0,0
"Anyway, Theo's fellowship is up for renewal any day now, and he ain't going to get it.",0,0
Stop making me cry in the street; I hate making an exhibition of myself.,0,0
"It is innocency that can live in the world, with all its turmoil, and yet not be of it.",0,0
It might be copied worldwide but there is only one true Neapolitan pizza.,0,0
She stuck with him through a misplaced sense of loyalty.,0,0
Is he overly attached to his mother and her mythical apron strings?,0,0
She exudes sexual magnetism.,0,1
Is that pesky lady coming to the office again?,0,0
"Almost from day one, the arguments over royalty rates, promotional budgets and artwork waged unceasingly.",0,0
Assuming you don't air-freight tropical fruit and vegetables to your fridge each day.,0,0
Pete still needs to iron out a few kinks in his game.,0,1
How far will forgiveness abound?,0,0
"Though it may only look like a roadside attraction, the giant beagle creation off Highway 95 in Cottonwood, Idaho is actually a working bed and breakfast.",0,0
But developing such a library involves writing an inordinate amount of unreadable and unmaintainable template mumbo - jumbo.,0,0
Sanity and happiness are an impossible combination,0,0
I think we're getting off the track here - we're supposed to be discussing our advertising campaign.,0,0
I parted with him for his dishonesty.,0,0
It all happened so long ago that it's just a blur to me now.,0,1
But on the trail Sheila rides there isn't a long horn or rattler in sight.,0,0
The contrast with her exhilaration on the frozen lake had come so swiftly.,0,0
Hooker didn't squander his money on flashy cars or other vices.,0,0
Would your children rather clean their rooms than raid the refrigerator for a snack?,0,1
BALTIMORE - Michael Phelps was formally welcomed home Saturday with a two-pronged celebration that began with a parade and ended with a fireworks show at historic Fort McHenry.,0,0
She'd need all her strength and bravery to cope with what lay in store.,0,1
"And then a few years ago, they may dragoon, and then to now is a hero.",0,1
I don't want to be a nag but do you have that ten bucks you owe me?,0,0
Inflation is still a millstone round the neck of British businesses.,0,1
You must be soft if you think I'll give you fifty quid!,0,0
It's a moving narrative of wartime adventure.,0,0
The wedding veil is a reminder of the bridal canopy that was built to keep the evil eye from the wedding cerebration.,0,0
"But he staggered under canvas, pulled his boots off, snored on the ground cloth for a while, woke Jack with the clacking of his jaw.",0,0
I'll chase up references to the battle in the library.,0,1
Her lips were set in a pout of annoyance.,0,0
But the ballot stuffing was so blatant that even the Labor Department was roused to do something.,0,0
Posterity will remember him for the books in which neither farce nor bleakness the upper hand.,0,0
Where does it bide its time?,0,1
He hasn't driven since his smash-up two years ago.,0,0
I had to congeal these queries into concrete images to transcend the negativity with real presences.,0,0
The room smelt of disuse and mouldering books.,0,0
"Still, though, the expression is unyielding, the chin thrusting forward in defiance.",0,0
We beat them 10 to zip.,0,0
"ROBERT GILDEA, Oxford University's fearsomely erudite professor of modern history, has chosen a large canvas-and a wonderful title.",0,0
"By some weird arithmetic, the more life stuffs itself into the valley, the more spaces it creates for further life.",0,0
The problem was eventually solved by wearing the roomy creation backwards in an attempt to conceal several miles of mournfully trailing crepe de Chine.,0,0
"Oil row to lose weight, Runchang purge, and how, toxins, nourish skin!",0,0
Linda Leung said she swept and washed down the sidewalk every morning in front of her beauty parlor on Wentworth.,0,0
Are you sure that's automobile spontaneous combustion and not the new Toyota charcoal BBQ?,0,0
You need to barber that beard of yours.,0,0
Share values have levelled off after yesterday's steep rise.,0,0
"The client is accompanied to learn a car in big winter, car defect enters water hole later in, we took off a shoe, go in glacial water go-cart .",0,0
Who's covering for you while you're away?,0,0
"She'd come creeping back again, complaining about Dad's crumpled collars and his scuffed shoes, sprucing him up.",0,0
"As an 18 year-old high school student, a picture taken at a track meet in New York showed the olive-toned, lissome athlete in a white tank top and black shorts.",0,0
His plane swooped a beautiful curve up and down.,0,0
"Take a trip to the mall, to the next country, to a foreign country, but NOT to where the guilt is.",0,1
"If it was so unimportant, why, last night, had she scarcely slept for joy and excitement?",0,0
Now the starvation diet is beginning to slow me dawn.,0,0
Soulful divas wail to great effect.,0,0
"It was quiet, reminiscent, a little sententious.",0,0
Do I hang back and crawl through the remaining 52 turns at their speed?,0,0
A thick mop of black hair over a man-boy's smooth olive complexion.,0,0
"Well, I said to myself, I'll just have to grin and bear it.",0,0
Last Wednesday was all about back to basics and glimpses of optimism.,0,1
Clinton was playing trumpet in his high school band when Dole was matching wits against the lions of the Congress.,0,1
The agenda gave Sutton a golden opportunity to stamp his authority on the paper.,0,1
"Of course, if we're full of self-disgust or dislike ourselves intensely, we'll find the summoning up of compassionate feelings for ourselves even more challenging.",0,0
A cheery children's room is decorated in white with pops of color and mid-century classic furniture pieces like the Eames rocker.,0,0
But what could it be if it was warm and cuddly and baby shit yellow?,0,0
"Have a ha-ha bulletin board where you only post funny sayings or signs, suggests Allen Klein, an award-winning professional speaker and author of The Healing Power of Humor.",0,0
Predicting voting trends from economic forecasts is a dodgy business.,0,1
"War ripped the world apart, and in Arnhem, Audrey saw its destruction firsthand.",0,0
Stark had taken me to a place where I could shed my former selves and start anew.,0,0
There is enough water in the tub to float your toy boat.,0,0
Now I'm going to rest and revel to my heart's content.,0,1
Fernandez was hired to end 20 years of chaos caused by decentralising New York's huge school system.,0,0
"My phone number is five, double oh, seven, six, six.",0,0
I vanquished her coldness with my assiduity.,0,0
"Things that make life easier: A Parent's hug, A Lover's kiss, A Friend's support.",0,0
I've got some ( a piece of ) grit in my shoe.,0,0
"Who can help me mediate intercessory psychology pressure "" ?""",0,0
Who's filched my pencils?,0,0
"In time, Wuzhen is Wu, Green Town, Tongxiang scribe.",0,0
This has been a war fought more with technology than brute force.,0,0
Do you think miniskirt is losing its street cred?,0,0
I'm always clipping recipes out of magazines.,0,0
It wasn't until he started laughing that they cottoned on!,0,0
You wanna tap out?,0,0
Crowds of celebs are having to have a laugh and raise loads of cash for children.,0,0
Does the modern world owe its very existence to the humble spud?,0,1
"He was an artist, not particularly tidy, too dreamy to match her ways.",0,0
Last year's profits were more the result of financial sleight of hand than genuine growth.,0,0
You don't educate or create a market; you simply pander to an existing one.,0,0
With Fann on board we are out to scout for vintage pieces high fashion and wine and dine the hong kong way...,0,0
"Keep growing chrysanthemums, darling and wearing daisies, the hooch is not good for you.",0,0
I eventually met up with the rosarian party in Great Malvern where we spent a convivial evening after dinner discussing nothing else but roses!,0,0
"Worse still, they unintentionally fostered negative, adverse meanings that equated Tesseract with a profit motive that people did not trust.",0,0
She just hoped she would be spared a pressing invitation to his obsequies.,0,0
"It looks like modern art, with a nod to Malevich's Black Square, the black paintings of Ad Reinhardt, and the late, suicidal works of Mark Rothko.",0,0
A cigarette between his girlish lips seemed to be emitting smoke of its own accord.,0,0
He appeared unrepentant and impassioned in favour of us developing our nuclear muscle - for defence.,0,1
"We stopped believing in the four humours, but we remain bilious, choleric, sanguine and phlegmatic.",0,0
A trigger-happy city where children as young as 10 roam the streets brandishing Kalashnikovs.,0,0
I'll bet they have yummy ice cream.,0,0
Neptune's time in seventh house Aquarius can romanticize the concepts of marrying a best friend.,0,1
Pretty soon we headed into another siding at a small railroad town and I figured I needed a poorboy of Tokay wine to complete the cold dusk run to Santa Barbara.,0,0
Rare birds preen themselves right in front of your camera.,0,0
The rest of the world surveys this spectacle with amused disbelief.,0,0
The dimmed houselights brought a hush of anticipation.,0,0
Keep a lookout for a nasty little organization calling itself Defence Through Strength.,0,0
"What looks like a zero sum confrontation can, with a little goodwill, be transformed into a mutually beneficial nonzero sum game.",0,1
Stop being such a snob.,0,0
Ingrid and other loyal friends spent long hours burning the midnight oil with her when it came to the final typing.,0,1
All things happen to God's fatherly providence.,0,0
Let's hope some of her patience rubs off on her brother.,0,1
"First, many critics see this as a silly game of publication counting, a bogus guide to merit in the lab.",0,0
She's a past master at the art of getting what she wants.,0,0
"But the course proves discovery, in cling to conduIt'should encounter soup, easy aspic cracks conduit.",0,0
"In the video frequency, Howard play fashionably to sluggishly in the national anthem, careless.",0,0
"The mill is in pain until in the mature, RongRun burnish, with tears for!",0,0
"The postgraduate course, with a global reputation for nurturing up-and-coming car designers, boasts an alumni that reads like the who's who of the car design world.",0,0
Gee! What a dame!,0,0
Miss Edwards has confiscated my comics till the end of term!,0,0
Live your vision and demand your success,0,0
It rent his heart to see his daughter killed by bandits.,0,1
Thellos cookery book has been written by a real epicure.,0,0
You've been driving for a while - do you want me to spell you?,0,0
Before this I'd have smiled and turned her down.,0,0
Grace a mathematician.,0,0
